"pincode","registered_users"
"721101","14946"
"403515","14917"
"795133","14912"
"194201","14911"
"795103","14898"
"600056","14894"
"791111","14888"
"182101","14885"
"180012","14882"
"171001","14882"
"798601","14866"
"496005","14858"
"737121","14857"
"797117","14843"
"176310","14833"
"799001","14805"
"403507","14800"
"184121","14784"
"160019","14773"
"737135","14764"
"605008","14756"
"192231","14748"
"737113","14738"
"798621","14736"
"793011","14728"
"396215","14722"
"796005","14719"
"795002","14709"
"793101","14692"
"673032","14691"
"797111","14690"
"799007","14684"
"792001","14676"
"751019","14672"
"795008","14659"
"160022","14640"
"795148","14636"
"799004","14630"
"799155","14625"
"737132","14618"
"181133","14610"
"160015","14608"
"194101","14606"
"794001","14596"
"793001","14552"
"737103","14549"
"792110","14532"
"151001","14526"
"403521","14524"
"791001","14519"
"744105","14503"
"160047","14492"
"403802","14490"
"403401","14462"
"790104","14456"
"783380","14452"
"682035","14451"
"396235","14419"
"737120","14416"
"797113","14412"
"794104","14408"
"797117","14406"
"798612","14404"
"190001","14402"
"193201","14382"
"795149","14379"
"795010","14377"
"785001","14373"
"194104","14355"
"193201","14355"
"797120","14353"
"795004","14342"
"795138","14339"
"794105","14338"
"744101","14337"
"160030","14336"
"799006","14333"
"796009","14328"
"700006","14316"
"791120","14311"
"796009","14302"
"682301","14302"
"751013","14292"
"737121","14283"
"793210","14282"
"797001","14273"
"751007","14267"
"180001","14240"
"173025","14237"
"799205","14236"
"737103","14233"
"193201","14189"
"799002","14184"
"793011","14174"
"798601","14157"
"834008","14151"
"490023","14149"
"737126","14145"
"793002","14142"
"605110","14136"
"194201","14135"
"744103","14127"
"737113","14122"
"793101","14113"
"152116","14095"
"160011","14092"
"797103","14089"
"794101","14086"
"792103","14068"
"797111","14066"
"403001","14063"
"605001","14054"
"737132","14041"
"175131","14034"
"176001","14023"
"798621","14021"
"605107","13994"
"403515","13992"
"781028","13989"
"781022","13976"
"781011","13970"
"794001","13969"
"799114","13953"
"600053","13947"
"795002","13936"
"600097","13934"
"792001","13915"
"795103","13914"
"605004","13911"
"174101","13908"
"180001","13902"
"792110","13901"
"737120","13901"
"795133","13896"
"797115","13893"
"795148","13885"
"795008","13884"
"799102","13875"
"799007","13875"
"605011","13873"
"796007","13862"
"605007","13851"
"790104","13837"
"490006","13820"
"737135","13811"
"160019","13806"
"794104","13803"
"403512","13802"
"248007","13798"
"403722","13795"
"744105","13791"
"798612","13787"
"737121","13773"
"180020","13753"
"175001","13750"
"737132","13745"
"791110","13737"
"791113","13723"
"796009","13722"
"797120","13713"
"794105","13711"
"793210","13709"
"791120","13685"
"799155","13681"
"796005","13677"
"795010","13673"
"796770","13669"
"682032","13667"
"141003","13657"
"795149","13652"
"744101","13649"
"793011","13649"
"737132","13649"
"605009","13635"
"737113","13634"
"781038","13630"
"737134","13624"
"194101","13620"
"799004","13618"
"737102","13610"
"160015","13598"
"797113","13595"
"605010","13587"
"174303","13586"
"737101","13584"
"263148","13571"
"605013","13559"
"781032","13555"
"793101","13552"
"160014","13548"
"794101","13540"
"160011","13532"
"160002","13532"
"825409","13519"
"491441","13502"
"799003","13483"
"825303","13476"
"192231","13474"
"682024","13454"
"797112","13452"
"797111","13451"
"180005","13447"
"834005","13446"
"798601","13441"
"791102","13422"
"403521","13409"
"403601","13406"
"791001","13401"
"796009","13381"
"673016","13376"
"786001","13366"
"160030","13346"
"797001","13341"
"799205","13336"
"180012","13333"
"737120","13330"
"796007","13320"
"171001","13320"
"682025","13311"
"798621","13310"
"194201","13309"
"682020","13276"
"737121","13276"
"794001","13275"
"792110","13271"
"834002","13270"
"795138","13264"
"799002","13259"
"403507","13252"
"790104","13227"
"793002","13223"
"798612","13210"
"799006","13199"
"744103","13198"
"403802","13185"
"796770","13176"
"792001","13172"
"184121","13160"
"737126","13159"
"795148","13156"
"695001","13156"
"793210","13126"
"791109","13123"
"403515","13117"
"795001","13115"
"791111","13109"
"795002","13103"
"795008","13084"
"682042","13083"
"176310","13081"
"797120","13080"
"605008","13076"
"744105","13070"
"160011","13058"
"793011","13052"
"194104","13038"
"794104","13038"
"799007","13030"
"737113","13025"
"180001","13015"
"794105","13006"
"799114","12991"
"794101","12989"
"605001","12977"
"795010","12970"
"781001","12969"
"797103","12957"
"744101","12947"
"799102","12945"
"795149","12932"
"793101","12917"
"190001","12915"
"795133","12893"
"792103","12890"
"795103","12882"
"797111","12881"
"673032","12880"
"737135","12879"
"781009","12874"
"181133","12861"
"737120","12857"
"160015","12817"
"160019","12815"
"605011","12795"
"173212","12770"
"792110","12755"
"796005","12750"
"737121","12726"
"785001","12724"
"799004","12718"
"797113","12707"
"799155","12688"
"793001","12683"
"682301","12671"
"793210","12660"
"791109","12653"
"194101","12651"
"798601","12642"
"737132","12638"
"799001","12625"
"794001","12581"
"798612","12576"
"790104","12565"
"249404","12565"
"798621","12565"
"794101","12534"
"160011","12511"
"248008","12507"
"403516","12486"
"797115","12485"
"182101","12478"
"700135","12475"
"799205","12462"
"160030","12456"
"796009","12453"
"403722","12443"
"791001","12442"
"797120","12440"
"403401","12431"
"793011","12419"
"682035","12409"
"194201","12397"
"797001","12395"
"175001","12394"
"737120","12382"
"492009","12380"
"176001","12379"
"799002","12369"
"605013","12367"
"792001","12358"
"795148","12351"
"793002","12348"
"797111","12325"
"781028","12313"
"403512","12307"
"793101","12305"
"737113","12301"
"744105","12300"
"744101","12300"
"794104","12299"
"605010","12294"
"193201","12289"
"783380","12282"
"794105","12278"
"737126","12273"
"744103","12268"
"403521","12266"
"795008","12242"
"605007","12240"
"795002","12236"
"174303","12230"
"605004","12215"
"795010","12210"
"605107","12205"
"737121","12204"
"737102","12201"
"160015","12196"
"605001","12186"
"795149","12180"
"160036","12172"
"799007","12171"
"403515","12169"
"192231","12168"
"737103","12167"
"396210","12153"
"793210","12143"
"792110","12124"
"799114","12123"
"791109","12089"
"793150","12087"
"140308","12084"
"795138","12056"
"744102","12053"
"832108","12041"
"798612","12037"
"794101","12034"
"795103","12018"
"737135","12017"
"797103","12013"
"180012","11985"
"682032","11984"
"781011","11982"
"160019","11973"
"160022","11963"
"799006","11961"
"799102","11961"
"175131","11959"
"180020","11937"
"605009","11926"
"796701","11920"
"792103","11916"
"737134","11915"
"790104","11905"
"194104","11904"
"794001","11874"
"737120","11868"
"799004","11861"
"797113","11847"
"799155","11835"
"791110","11834"
"180005","11815"
"160101","11805"
"793011","11798"
"798621","11795"
"700039","11794"
"798601","11793"
"737121","11780"
"396235","11778"
"791113","11777"
"796005","11766"
"797120","11765"
"737103","11754"
"737101","11751"
"190001","11750"
"160030","11732"
"797111","11723"
"191111","11722"
"700001","11698"
"673016","11696"
"793101","11696"
"160011","11692"
"732101","11660"
"793150","11650"
"403802","11642"
"160047","11636"
"744101","11623"
"176061","11618"
"403507","11602"
"796009","11596"
"793210","11590"
"744102","11589"
"737132","11586"
"798612","11569"
"793002","11566"
"744101","11564"
"794101","11553"
"791102","11547"
"795148","11534"
"605110","11531"
"795133","11530"
"799205","11526"
"737113","11524"
"682025","11515"
"791109","11498"
"792001","11487"
"794105","11487"
"744105","11480"
"792110","11479"
"160015","11476"
"403001","11471"
"791111","11464"
"605011","11461"
"796701","11454"
"794104","11446"
"194101","11446"
"194201","11446"
"786001","11437"
"171001","11430"
"605013","11425"
"799002","11419"
"744103","11416"
"700059","11414"
"396215","11408"
"682020","11406"
"799007","11404"
"795008","11401"
"791001","11382"
"795010","11378"
"737120","11369"
"737103","11351"
"737126","11350"
"795002","11348"
"495450","11340"
"362520","11326"
"795149","11323"
"682024","11303"
"737121","11289"
"160014","11285"
"781038","11283"
"605010","11275"
"795001","11267"
"793001","11243"
"160019","11241"
"192231","11233"
"797001","11224"
"799114","11221"
"790104","11211"
"192231","11203"
"793011","11198"
"176001","11173"
"605008","11169"
"737135","11169"
"180001","11156"
"744102","11155"
"797111","11143"
"173025","11142"
"403521","11139"
"744101","11136"
"794001","11130"
"797103","11126"
"793150","11117"
"403515","11111"
"799155","11111"
"362520","11108"
"795103","11106"
"673032","11095"
"797113","11089"
"794101","11082"
"797120","11079"
"682301","11074"
"793210","11069"
"181133","11049"
"793101","11049"
"403512","11037"
"403722","11012"
"737102","11002"
"798612","10995"
"737103","10993"
"799004","10988"
"190001","10986"
"798621","10982"
"174303","10978"
"403601","10977"
"792103","10964"
"160030","10959"
"799003","10956"
"180005","10954"
"192231","10950"
"796701","10942"
"785001","10937"
"180020","10919"
"795004","10911"
"605001","10910"
"791109","10908"
"605007","10904"
"737120","10901"
"797112","10884"
"362520","10882"
"798601","10869"
"744101","10866"
"799006","10847"
"175001","10832"
"194104","10826"
"180012","10825"
"695001","10807"
"190001","10800"
"744102","10799"
"737113","10760"
"793002","10753"
"792110","10752"
"795148","10740"
"160011","10735"
"799205","10728"
"180005","10724"
"796009","10691"
"737121","10688"
"194201","10674"
"793150","10672"
"744105","10668"
"194103","10661"
"795008","10659"
"605009","10650"
"794101","10631"
"160015","10628"
"362520","10624"
"792001","10617"
"794105","10597"
"737103","10586"
"799007","10586"
"799102","10583"
"795002","10577"
"793011","10570"
"793210","10565"
"180020","10547"
"794104","10547"
"194101","10546"
"834008","10546"
"795010","10542"
"160019","10540"
"193201","10528"
"797111","10498"
"796701","10489"
"781028","10474"
"795149","10473"
"790104","10467"
"362520","10454"
"737132","10447"
"682035","10441"
"191111","10439"
"799002","10419"
"799155","10417"
"263148","10414"
"744103","10408"
"173212","10405"
"798612","10400"
"171003","10399"
"794001","10389"
"744102","10387"
"737120","10381"
"781022","10377"
"605107","10375"
"783380","10374"
"605004","10371"
"403401","10356"
"796012","10354"
"793101","10353"
"403515","10353"
"797120","10343"
"682032","10331"
"194103","10311"
"791109","10306"
"682042","10303"
"190001","10288"
"796005","10284"
"797113","10273"
"160030","10239"
"160002","10228"
"737135","10222"
"737134","10222"
"793150","10217"
"605013","10207"
"194102","10202"
"781032","10189"
"737126","10158"
"737103","10158"
"174101","10157"
"798621","10141"
"180005","10139"
"194102","10139"
"799114","10138"
"744101","10120"
"605010","10117"
"799001","10116"
"794101","10115"
"798601","10112"
"362520","10090"
"795138","10076"
"825409","10069"
"793001","10069"
"180012","10065"
"781001","10057"
"796701","10057"
"791110","10055"
"781011","10054"
"797103","10053"
"791113","10049"
"605011","10048"
"781019","10045"
"795148","10038"
"744102","10033"
"793210","10028"
"181133","10023"
"403521","10022"
"834005","10018"
"795103","10017"
"737121","10012"
"795001","10002"
"799205","9999"
"403516","9997"
"792103","9996"
"792110","9990"
"403512","9989"
"737113","9970"
"796012","9957"
"194201","9940"
"799006","9937"
"744105","9934"
"793011","9914"
"180020","9908"
"737102","9884"
"791001","9880"
"175131","9879"
"792001","9875"
"194104","9875"
"799007","9861"
"403802","9859"
"194103","9855"
"799004","9850"
"795008","9845"
"795010","9835"
"160019","9821"
"737120","9820"
"737101","9811"
"795002","9803"
"176001","9780"
"403507","9777"
"673016","9775"
"786001","9765"
"191111","9753"
"795149","9752"
"797111","9751"
"180012","9751"
"798612","9750"
"174303","9747"
"181133","9744"
"793150","9742"
"794105","9742"
"737103","9731"
"791109","9729"
"403515","9727"
"794001","9727"
"790104","9711"
"191111","9704"
"362520","9700"
"194107","9699"
"795133","9675"
"194101","9668"
"793101","9665"
"793002","9658"
"160015","9647"
"796701","9633"
"682025","9628"
"797115","9616"
"794104","9602"
"182101","9601"
"797120","9601"
"791111","9597"
"744102","9591"
"791102","9584"
"191111","9583"
"794101","9581"
"682020","9576"
"160022","9558"
"796012","9557"
"744202","9545"
"180001","9527"
"799002","9526"
"194103","9525"
"249404","9525"
"605001","9516"
"605007","9513"
"673032","9504"
"171001","9492"
"682301","9471"
"793210","9469"
"799155","9468"
"248008","9462"
"744101","9457"
"798621","9441"
"798601","9384"
"194107","9370"
"737121","9361"
"796009","9358"
"737103","9349"
"160030","9337"
"362520","9335"
"793150","9332"
"797113","9310"
"799102","9306"
"737132","9292"
"799205","9264"
"737113","9258"
"737120","9245"
"396235","9245"
"793011","9244"
"795148","9237"
"796012","9233"
"796701","9232"
"192231","9231"
"799003","9212"
"744202","9206"
"605009","9199"
"180012","9196"
"799006","9187"
"175001","9174"
"181133","9169"
"737135","9160"
"792110","9156"
"605008","9152"
"744102","9148"
"403722","9148"
"194103","9138"
"799114","9131"
"792001","9130"
"176061","9130"
"796017","9124"
"160036","9118"
"791109","9111"
"799007","9103"
"790104","9066"
"794001","9064"
"795149","9058"
"795010","9055"
"605013","9036"
"193201","9032"
"794101","9032"
"794105","9011"
"798612","9010"
"605011","9000"
"194201","8999"
"797111","8997"
"793150","8991"
"194401","8989"
"194107","8985"
"194104","8972"
"160011","8964"
"737134","8964"
"795001","8963"
"744105","8962"
"737126","8958"
"797120","8954"
"362520","8942"
"190001","8932"
"403001","8932"
"793101","8921"
"403515","8917"
"160019","8898"
"797112","8894"
"194404","8887"
"737103","8885"
"160014","8884"
"796012","8880"
"794104","8869"
"793210","8857"
"403512","8854"
"799004","8844"
"796701","8842"
"682024","8834"
"605010","8819"
"795002","8812"
"781028","8801"
"194101","8791"
"194103","8776"
"795008","8766"
"796017","8759"
"791113","8753"
"799002","8739"
"737102","8730"
"403601","8721"
"173025","8719"
"194401","8718"
"799155","8712"
"744102","8709"
"403521","8708"
"798621","8705"
"160047","8701"
"737121","8689"
"396215","8687"
"682032","8669"
"796008","8660"
"180005","8654"
"792103","8648"
"793011","8646"
"194107","8645"
"785001","8633"
"793002","8623"
"605110","8620"
"737120","8604"
"793001","8597"
"682035","8594"
"744101","8593"
"737113","8583"
"160015","8582"
"781038","8582"
"793150","8576"
"194404","8572"
"362520","8564"
"781019","8559"
"796012","8546"
"799102","8512"
"682042","8512"
"798601","8499"
"797001","8487"
"605107","8479"
"796081","8475"
"791109","8470"
"605004","8467"
"792110","8458"
"737132","8456"
"794101","8448"
"737103","8440"
"795103","8426"
"180020","8424"
"799007","8417"
"194103","8405"
"796701","8395"
"797111","8394"
"790104","8391"
"796008","8385"
"796017","8377"
"796005","8374"
"795004","8370"
"791102","8369"
"799114","8365"
"797120","8363"
"174303","8340"
"194401","8330"
"744103","8318"
"793101","8317"
"783380","8312"
"791001","8304"
"403516","8301"
"194107","8300"
"794105","8293"
"798612","8290"
"605007","8286"
"194201","8273"
"744102","8271"
"793210","8257"
"403401","8256"
"794001","8252"
"160030","8239"
"799205","8237"
"795148","8207"
"795149","8206"
"795138","8206"
"796012","8201"
"695001","8200"
"792001","8196"
"605001","8190"
"737101","8184"
"403802","8151"
"362520","8149"
"799006","8140"
"793150","8140"
"794104","8140"
"673004","8130"
"194107","8116"
"194103","8113"
"795010","8105"
"737121","8095"
"791110","8094"
"796017","8090"
"799004","8090"
"194107","8089"
"194104","8074"
"796081","8071"
"403515","8059"
"176001","8058"
"673032","8058"
"737135","8051"
"799002","8029"
"799155","8025"
"191111","8024"
"194401","8019"
"793011","8005"
"193201","7986"
"605013","7982"
"403507","7980"
"796701","7976"
"744106","7974"
"194107","7971"
"194101","7968"
"737103","7965"
"798621","7957"
"737120","7948"
"173212","7941"
"797115","7928"
"791109","7917"
"781011","7916"
"781022","7914"
"362570","7904"
"160019","7885"
"180012","7868"
"794101","7866"
"403512","7853"
"799007","7836"
"796009","7831"
"605010","7830"
"796012","7826"
"181133","7825"
"744102","7813"
"737134","7809"
"797103","7784"
"737113","7782"
"797111","7765"
"175131","7758"
"796017","7751"
"792110","7743"
"799001","7739"
"682301","7732"
"786001","7732"
"194103","7729"
"362520","7714"
"194401","7705"
"362570","7694"
"798612","7691"
"173001","7691"
"781001","7685"
"744106","7682"
"799102","7680"
"791111","7673"
"795001","7662"
"795133","7649"
"793210","7644"
"194107","7641"
"793101","7641"
"796321","7637"
"793150","7635"
"790104","7622"
"737132","7615"
"175001","7597"
"605011","7594"
"791113","7593"
"605009","7573"
"797120","7573"
"799114","7570"
"190001","7532"
"795002","7522"
"794105","7516"
"171001","7505"
"796701","7499"
"796008","7493"
"180001","7476"
"737121","7474"
"403521","7471"
"194201","7470"
"682025","7465"
"737126","7462"
"793002","7456"
"180005","7450"
"182101","7438"
"796012","7437"
"737103","7436"
"160015","7435"
"796017","7432"
"737120","7423"
"194703","7420"
"682020","7403"
"799004","7391"
"737102","7390"
"799003","7364"
"160020","7361"
"796321","7347"
"194401","7342"
"194107","7342"
"744211","7337"
"794101","7337"
"799205","7325"
"194103","7324"
"744102","7313"
"791102","7308"
"795008","7283"
"194703","7276"
"791109","7262"
"799007","7245"
"192231","7241"
"737135","7240"
"797001","7238"
"682024","7234"
"362520","7231"
"796891","7224"
"180020","7223"
"781032","7209"
"796008","7206"
"795138","7206"
"160022","7205"
"794001","7198"
"160030","7194"
"799155","7186"
"793011","7165"
"403515","7164"
"796005","7161"
"605007","7155"
"794104","7151"
"799002","7125"
"796017","7121"
"793210","7113"
"798612","7108"
"793001","7108"
"797113","7106"
"792001","7106"
"403001","7089"
"403722","7084"
"796012","7071"
"793150","7068"
"194401","7055"
"799006","7047"
"744211","7045"
"396235","7032"
"160014","7019"
"797111","7018"
"744105","7007"
"194107","7006"
"194101","6990"
"194104","6985"
"174303","6982"
"403601","6974"
"796701","6966"
"792103","6949"
"605110","6941"
"796772","6938"
"796008","6934"
"737120","6926"
"793101","6925"
"737103","6915"
"796891","6906"
"799102","6905"
"194103","6889"
"744101","6881"
"795148","6862"
"790104","6860"
"794101","6857"
"194401","6856"
"673004","6853"
"792110","6844"
"194201","6838"
"744102","6837"
"737113","6822"
"605013","6815"
"797112","6815"
"796017","6808"
"403512","6805"
"744103","6804"
"605010","6802"
"799114","6796"
"362520","6787"
"797115","6785"
"605008","6777"
"160019","6759"
"781028","6759"
"795149","6744"
"180012","6736"
"737121","6733"
"737132","6732"
"781038","6711"
"605001","6703"
"403401","6685"
"796009","6674"
"795133","6672"
"796012","6671"
"796008","6670"
"176001","6667"
"796772","6664"
"781009","6651"
"737134","6641"
"795103","6635"
"194107","6632"
"791001","6631"
"799155","6631"
"793002","6629"
"799205","6624"
"799004","6606"
"362571","6605"
"791110","6599"
"682042","6594"
"682035","6581"
"682032","6579"
"795010","6572"
"194401","6571"
"795001","6562"
"793210","6558"
"799007","6544"
"794105","6521"
"737135","6481"
"180004","6478"
"793150","6477"
"797103","6476"
"181133","6469"
"403516","6466"
"796017","6465"
"737126","6464"
"403802","6453"
"737103","6443"
"194102","6430"
"791113","6418"
"796008","6417"
"194103","6415"
"796701","6414"
"783380","6411"
"791109","6404"
"744102","6395"
"797001","6391"
"396215","6390"
"795138","6388"
"695001","6380"
"795002","6376"
"785001","6375"
"160020","6374"
"362571","6346"
"796772","6346"
"737120","6342"
"744107","6333"
"173025","6327"
"362520","6307"
"737101","6302"
"798612","6295"
"173001","6284"
"791102","6283"
"403507","6272"
"605107","6258"
"403515","6247"
"673032","6247"
"796012","6245"
"194107","6240"
"793011","6232"
"194401","6231"
"791111","6225"
"605011","6222"
"175131","6220"
"793101","6219"
"744202","6212"
"794101","6212"
"194201","6210"
"194102","6205"
"175001","6192"
"796321","6182"
"798601","6168"
"796005","6157"
"796008","6155"
"744107","6127"
"796772","6125"
"799002","6123"
"605004","6118"
"796017","6110"
"744103","6108"
"790104","6108"
"403521","6106"
"794001","6105"
"737102","6096"
"160015","6087"
"794104","6083"
"362571","6077"
"795008","6066"
"796081","6066"
"792001","6044"
"799006","6036"
"605007","6017"
"799205","6016"
"793210","6014"
"797113","6010"
"682025","6000"
"192231","5979"
"744202","5978"
"737103","5977"
"792103","5974"
"793150","5969"
"173212","5964"
"796701","5955"
"781011","5954"
"796321","5954"
"190001","5943"
"194103","5935"
"682301","5932"
"194102","5923"
"682020","5919"
"171001","5918"
"160030","5895"
"362520","5885"
"744102","5882"
"796008","5882"
"786001","5881"
"793001","5880"
"180005","5879"
"737113","5869"
"796772","5868"
"793002","5866"
"194401","5862"
"799155","5854"
"362571","5845"
"796081","5835"
"737120","5833"
"797120","5825"
"792110","5825"
"795004","5825"
"737132","5823"
"194107","5819"
"796012","5816"
"799114","5790"
"796009","5779"
"799102","5778"
"796017","5769"
"799007","5767"
"194104","5767"
"403512","5763"
"797115","5760"
"795133","5752"
"737121","5749"
"795103","5745"
"180001","5723"
"194102","5722"
"605009","5721"
"194105","5708"
"744202","5700"
"795002","5696"
"737135","5696"
"605010","5692"
"796321","5687"
"194101","5676"
"744103","5637"
"605013","5628"
"799004","5621"
"796772","5620"
"795138","5616"
"795148","5614"
"796008","5612"
"362571","5612"
"160019","5610"
"797103","5601"
"796081","5579"
"194201","5567"
"174303","5563"
"605008","5562"
"799003","5560"
"682024","5559"
"737126","5557"
"795001","5526"
"790104","5523"
"791109","5521"
"180020","5517"
"194105","5511"
"781001","5507"
"797001","5505"
"791001","5499"
"194102","5492"
"793150","5486"
"605001","5486"
"796701","5485"
"737134","5484"
"194103","5484"
"744202","5480"
"744105","5479"
"794001","5473"
"793101","5466"
"794101","5464"
"796321","5462"
"737103","5456"
"362520","5447"
"194401","5438"
"796014","5437"
"793210","5434"
"673016","5432"
"194105","5431"
"781022","5418"
"796012","5408"
"795010","5397"
"194107","5397"
"796017","5386"
"362571","5384"
"799205","5381"
"682035","5368"
"795008","5365"
"744101","5365"
"796081","5357"
"796005","5357"
"194105","5357"
"796772","5348"
"403722","5343"
"799002","5315"
"794105","5314"
"797113","5313"
"799001","5309"
"737120","5305"
"796008","5303"
"194105","5300"
"605110","5295"
"182101","5269"
"792001","5268"
"176001","5268"
"180012","5263"
"682032","5259"
"403601","5251"
"793011","5248"
"194102","5242"
"403001","5240"
"744202","5239"
"796014","5229"
"744103","5218"
"781009","5216"
"796321","5211"
"160020","5211"
"191111","5198"
"795149","5197"
"403515","5194"
"744107","5184"
"737113","5181"
"673032","5180"
"792103","5172"
"396235","5140"
"791113","5140"
"403401","5138"
"193121","5135"
"403802","5119"
"362571","5114"
"796081","5107"
"796772","5092"
"194105","5090"
"605107","5088"
"799155","5088"
"160014","5082"
"795002","5070"
"194103","5069"
"796008","5037"
"791102","5030"
"194107","5026"
"796009","5022"
"799007","5022"
"194102","5020"
"362520","5010"
"781028","5010"
"176061","5008"
"193201","5007"
"744107","5006"
"795103","5001"
"796014","4999"
"744202","4993"
"796017","4992"
"403507","4991"
"793002","4984"
"796321","4978"
"795133","4966"
"790104","4964"
"194401","4964"
"796012","4956"
"605004","4951"
"737132","4951"
"795138","4947"
"737103","4938"
"798601","4927"
"795148","4925"
"797120","4924"
"744102","4919"
"533464","4901"
"175001","4890"
"796081","4890"
"194105","4888"
"160015","4883"
"362571","4883"
"793210","4873"
"791110","4872"
"737120","4869"
"799102","4865"
"793150","4865"
"737135","4863"
"799114","4862"
"794001","4860"
"160030","4840"
"799004","4839"
"797112","4838"
"797103","4831"
"194102","4828"
"737102","4818"
"796014","4809"
"791109","4808"
"793101","4803"
"192231","4802"
"403521","4797"
"796772","4791"
"682301","4777"
"796701","4775"
"737101","4767"
"799006","4766"
"796321","4764"
"797115","4763"
"744202","4760"
"744107","4759"
"796008","4757"
"403509","4753"
"744103","4748"
"791001","4733"
"781038","4731"
"194201","4722"
"737121","4720"
"795010","4709"
"792110","4690"
"744101","4689"
"744105","4684"
"795008","4684"
"794101","4682"
"194107","4681"
"794105","4678"
"175131","4677"
"794104","4673"
"194105","4663"
"797113","4659"
"796081","4657"
"737126","4655"
"695001","4654"
"796017","4636"
"362520","4635"
"194401","4631"
"796014","4621"
"362571","4611"
"791111","4610"
"792001","4605"
"796321","4603"
"605011","4602"
"194102","4602"
"793001","4591"
"744107","4591"
"797001","4588"
"793011","4575"
"682025","4572"
"744202","4572"
"783380","4571"
"744104","4570"
"194101","4561"
"605009","4559"
"797111","4530"
"171001","4527"
"785001","4526"
"737113","4526"
"799205","4515"
"796772","4513"
"795149","4512"
"796081","4485"
"194104","4461"
"194105","4454"
"673016","4453"
"796008","4446"
"796014","4442"
"796005","4439"
"790104","4437"
"737103","4434"
"744107","4425"
"795002","4424"
"180005","4422"
"194103","4416"
"737120","4413"
"160019","4407"
"682020","4402"
"737134","4401"
"744104","4398"
"797117","4398"
"796321","4381"
"793210","4376"
"190001","4375"
"194102","4370"
"792103","4369"
"797120","4367"
"193121","4365"
"744202","4361"
"797118","4360"
"362571","4360"
"173212","4335"
"605008","4326"
"194107","4322"
"744101","4321"
"194401","4313"
"194105","4306"
"682555","4299"
"798601","4286"
"744105","4277"
"796081","4275"
"191111","4273"
"362520","4269"
"796012","4268"
"795103","4265"
"793101","4254"
"795148","4254"
"796017","4253"
"795133","4247"
"796014","4239"
"744107","4239"
"174303","4234"
"605001","4229"
"744104","4224"
"744301","4221"
"795138","4221"
"796772","4219"
"791109","4216"
"799002","4214"
"794101","4209"
"605010","4208"
"180001","4190"
"682555","4177"
"605013","4174"
"793007","4166"
"160020","4165"
"796321","4156"
"403515","4153"
"796008","4149"
"796009","4143"
"744103","4136"
"180020","4135"
"781011","4127"
"744301","4126"
"786001","4122"
"794001","4119"
"791113","4115"
"791102","4109"
"362571","4107"
"744202","4107"
"194105","4102"
"795010","4102"
"795001","4101"
"194102","4093"
"744104","4082"
"797103","4080"
"793011","4074"
"790116","4071"
"796014","4068"
"744102","4066"
"799007","4058"
"737132","4053"
"744107","4051"
"737135","4040"
"794105","4031"
"744101","4026"
"176001","4023"
"176061","4020"
"796081","4020"
"682035","4009"
"793002","4005"
"737103","3999"
"737121","3995"
"795008","3990"
"794104","3989"
"673032","3987"
"795149","3974"
"796701","3962"
"791001","3960"
"796772","3960"
"799155","3959"
"194107","3957"
"362520","3953"
"737120","3941"
"744104","3937"
"797113","3926"
"533464","3926"
"744105","3920"
"792001","3918"
"682032","3908"
"796321","3902"
"192301","3898"
"793210","3890"
"194105","3888"
"194103","3885"
"744107","3868"
"194401","3865"
"796014","3864"
"796008","3862"
"737113","3858"
"403802","3850"
"362571","3850"
"797115","3844"
"403722","3844"
"403507","3831"
"194201","3824"
"605107","3824"
"744202","3815"
"194102","3811"
"403521","3804"
"796081","3795"
"744104","3795"
"797117","3793"
"799004","3792"
"160015","3791"
"795148","3777"
"403801","3775"
"796005","3769"
"605004","3765"
"744112","3761"
"799205","3760"
"194106","3760"
"790104","3751"
"175001","3744"
"797120","3738"
"795002","3738"
"794101","3736"
"797001","3735"
"605011","3734"
"799102","3730"
"744102","3727"
"362540","3717"
"791109","3715"
"799114","3713"
"797118","3712"
"790116","3709"
"793101","3703"
"796017","3702"
"737126","3693"
"194109","3684"
"744107","3674"
"796014","3670"
"799003","3658"
"796772","3654"
"744104","3647"
"737103","3643"
"194106","3641"
"781009","3639"
"194105","3639"
"737102","3632"
"744101","3631"
"744112","3629"
"362520","3618"
"194107","3617"
"682301","3613"
"795103","3612"
"798601","3609"
"796321","3608"
"799006","3607"
"795149","3589"
"362571","3577"
"160030","3568"
"194109","3567"
"362540","3559"
"795010","3558"
"796008","3552"
"744105","3547"
"744202","3543"
"797111","3534"
"793007","3524"
"194401","3519"
"781028","3517"
"795133","3508"
"796081","3500"
"796012","3500"
"194102","3499"
"744112","3496"
"744104","3493"
"737101","3490"
"605009","3488"
"791110","3488"
"744102","3485"
"792103","3477"
"194106","3470"
"605010","3468"
"796009","3457"
"744107","3455"
"796014","3448"
"793210","3445"
"795008","3437"
"362540","3436"
"794105","3435"
"605001","3430"
"605013","3429"
"793011","3426"
"793001","3410"
"744211","3409"
"796772","3400"
"192231","3395"
"737120","3393"
"194105","3389"
"737134","3387"
"160019","3384"
"744112","3382"
"194109","3373"
"744103","3373"
"794001","3368"
"797112","3362"
"797117","3359"
"794104","3358"
"737121","3356"
"796701","3352"
"673016","3347"
"194104","3343"
"194106","3343"
"362571","3337"
"790116","3335"
"194107","3321"
"194103","3320"
"744104","3319"
"362540","3309"
"194101","3292"
"744211","3292"
"362520","3291"
"796321","3287"
